document_number,document_district,document_date,file_name,document_page_number,paragraph_number,event_date,location_text,map_coordinate,type,initiator,initiator_numbers,target,target_numbers,affected_count,government_killed,government_wounded,government_captured,rebels_killed,rebels_wounded,rebels_captured,civilians_killed,civilians_wounded,civilians_captured
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,NYERI,HZR 3854,Theft,Terrorists,,Livestock,29,29,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,SQUAIRS,HZR 194748,Theft,Terrorists,,Livestock,67,56,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,SQUAIRS,HZR 194748,Vandalism,Terrorists,,Livestock,67,4,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4578_1L,2,495/54,11.07.1954,ABERDARES,HZR 1067,Contact,Government,,Terrorists,,,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4578_1L,2,496/54,08.07.1954,NOMBUCHI,HZR 560622,Contact,Government,,Terrorists,,,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4578_1L,2,496/54,12.07.1954,,HZR 017915,Contact,Government,,Terrorists,,,,,,,3,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4579_1L,3,500/54,,MOUNT KENYA FOREST,,Vandalism,Terrorists,,Cattle,2,2,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4579_1L,3,500/54,,MOUNT KENYA FOREST,,Vandalism,Terrorists,,Livestock,2,2,,,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141_5757_IMG_2033_1L,1,491/53,,SOUTH NYERI,,Murder,Terrorist,,Civilian,11,11,,,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,492/53,22.10.1953,Iriaini,,Attack,guard post,,Gang,30-35,,,,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,493/53,24.10.1953,AGUTHI,,Contact,Terrorist,,Kikuyu Guard,,,,1,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,494/53,27.10.1953,,,Theft,Gang,80-100,Arms,Some,Some,,,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,494/53,27.10.1953,,,Contact,Government,,Gang,20,,,,,,1,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,495/53,,,,Capture,Government,,Terrorist,,,,,,,,8,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,495/53,,,,Capture,Government,,Terrorist,,,,,,,,2,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2034_1L,2,496/53,,,,Contact,Terrorist,,Gang,,,,,,17,,,,,
34,NYERI,30th October 1953,"Nyeri_FCO_141-5757_IMG_2035_1L, Nyeri_FCO_141-5757_IMG_2036_1L","4,5",505/53,,,,Theft,Terrorist,,Cattle,,Some,,,,,,,,,
34,NYERI,30th October 1953,"Nyeri_FCO_141-5757_IMG_2035_1L, Nyeri_FCO_141-5757_IMG_2036_1L","4,5",505/53,,,,Theft,Terrorist,,Livestock,,Some,,,,,,,,,
34,NYERI,30th October 1953,Nyeri_FCO_141-5757_IMG_2037_1L,5,513/53,,THEGENGE,,Murder,Terrorist,,Civilian,,,,,,,,,6,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,503/54,,NDERAGWA,,Theft,Terrorists,,Sheep & Cattle,Some,Some,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,503/54,19.07.1954,OL DOPAI ESTATE,,Theft,Terrorists,,Livestock,9,9,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,505/54,16/17.07.1954,HOWARD WILLIAMS FARM,HZR 186045,Vandalism,Terrorists,,Cattle,3,3,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,505/54,18/19.07.1954,COLES ESTATE,HZR 3975,Theft,Terrorists,,Sheep,24,23,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,503/54,,NDERAGWA,,Theft,Terrorists,,Livestock,Some,Some,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,505/54,16/17.07.1954,HOWARD WILLIAMS FARM,HZR 186045,Vandalism,Terrorists,,Livestock,3,3,,,,,,,,,
34,NYERI,For The Week Ending 22nd July 1954,Nyeri_FCO_141-5758_IMG_4574_1L,1,505/54,18/19.07.1954,COLES ESTATE,HZR 3975,Theft,Terrorists,,Livestock,24,23,,,,,,,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2027_1L,1,521/53,30.10.1953,KONYU,,Contact,Terrorist,,Kikuyu Guard,,,,,,,,,1,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2027_1L,1,521/53,31.10.1953,KONYU,,Murder,Terrorist,,Civilian,1,1,,,,,,,1,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2027_1L,1,521/53,02.11.1953,TETU,,Murder,Terrorist,,Civilian,1,1,,,,,,,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2027_1L,1,521/53,02.11.1953,TETU,,Attack,Terrorist,,Civilian,,,,,,,,,,6,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,523/53,01.11.1953,AGUTHI,,Capture,Kikuyu Guard,,Gang,10,,,,,,,10,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,524/53,04.11.1953,MUHITO,,Contact,Police,,Gang,20,,,,,2,,,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,525/53,03.11.1953,MAGUTU,,Capture,Government,,Terrorist,,,,,,2,,1,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,525/53,03.11.1953,TETU,,Capture,Government,,Gang,,,,,,,,2,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,526/53,04.11.1953,TETU,,Capture,Police,,Gang,,,,,,,,5,,,
35,NYERI,6th November 1953,Nyeri_FCO_141_5757_IMG_2028_1L,2,526/53,04.11.1953,TETU,,Capture,Police,,Terrorist,,,,,,,,16,,,
35,NYERI,6th November 1953,"Nyeri_FCO_141_5757_IMG_2028_1L, Nyeri_FCO_141_5757_IMG_2029_1L","2, 3",527/53,,,,Contact,Government,,Gang,,,,,,20,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4570_1L,1,512/54,,,,Murder,Terrorists,,Civilians,,,,,,,,,1,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4570_1L,1,512/54,,,,Theft,Terrorists,,Stock,2,2,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4570_1L,1,512/54,23.06.1954,,,Theft,Terrorists,,Livestock,64,8,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4570_1L,1,512/54,28/29.07.1954,HOWARD WILLIAMS FARM,,Theft,Terrorists,,Livestock,238,238,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4570_1L,1,512/54,,,,Missing,Terrorists,,Civilian,2,1,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,514/54,23.07.1954,EYRE MATCHAM'S FARM,HZR 139915,Theft,Terrorists,,Goats,30,30,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,514/54,23.07.1954,,HZR 157918,Murder,Terrorists,,Civilian,,,,,,,,,1,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,515/54,27.07.1954,CONSULATA MISSION NYERI,HZR 353551,Murder,Terrorists,,Gang,,,,,,,,,1,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,516/54,,,,Theft,Terrorists,,Livestock,519 & some,519 & some,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,516/54,,MILES FLETCHER & EYRE MATCHAM FARM,HZR 159911,Theft,Terrorists,,Head of Cattle,200,200,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,517/54,,,,Contact,Government,,Terrorists,,,,,,3,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,517/54,,PAYNE-WILLIAMS FARM,HZR 419582,Contact,General Service Unit,,Terrorists,,,,,,2,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,517/54,27.07.1954,MT. KENYA FOREST,HZR 616657,Contact,Government,,Terrorist,,,,,,1,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,514/54,23.07.1954,EYRE MATCHAM'S FARM,HZR 139915,Theft,Terrorists,,Livestock,30,30,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,516/54,,,,Theft,Terrorists,,Livestock,,519 +,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,Nyeri_FCO_141-5758_IMG_4571_1L,2,516/54,,MILES FLETCHER & EYRE MATCHAM FARM,HZR 159911,Theft,Terrorists,,Livestock,,200,,,,,,,,,
35,NYERI,For The Week Ending 29th July 1954,"Nyeri_FCO_141-5758_IMG_4571_1L , Nyeri_FCO_141-5758_IMG_4572_1L","2,3",517/54,26.07.1954,Ol PEJETA ESTATE,HZR 30691,Contact,Government,,Gang,10,,,,,,2,,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2022_1L,1,547/53,09.11.1953,THEGENGE,,Murder,Terrorist,,Civilian,,1,,,,,,,1,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2022_1L,,549/53,,"TETU, THEGENGE",,Assault,Terrorist,,Kikuyu Guard,2,2,,,,,,,,,
36,NYERI,13th November 1953,"Nyeri_FCO_141_5757_IMG_2022_1L, Nyeri_FCO_141_5757_IMG_2023_1L","1, 2",551/53,,"TETU, THEGENGE",,Theft,Terrorist,,Arms,,8,,,,,,,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2023_1L,2,552/53,06.11.1953,"GETHI, KIRIMIKUYU",,Vandalism,Terrorist,,Bridge,,Some,,,,,,,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2023_1L,2,553/53,,SOUTH NYERI RESERVE,,Capture,Government,,Terrorist,,,,,,,,18,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2023_1L,2,554/53,,,,Contact,Government,,Terrorist,,,,,,25,,,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2023_1L,2,555/53,,,,Contact,Kikuyu Guard,,Terrorist,,,,,,,1,,,,
36,NYERI,13th November 1953,Nyeri_FCO_141_5757_IMG_2023_1L,2,555/53,,,,Capture,Kikuyu Guard,,Terrorist,,,,,,,,1,,,
36,NYERI,13th November 1953,"Nyeri_FCO_141_5757_IMG_2023_1L,  Nyeri_FCO_141_5757_IMG_2024_1L","2, 3",557/53,06.11.1953,OTHAYA,,Contact,Security Forces,,Terrorist,16,9,,,,9,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4566_1L,1,527/54,,HOWARD WILLIAMS,,Theft,Terrorists,,Stock,238,238,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4566_1L,1,528/54,29.07.1954,ELLIOTTS FARM,HZR 276719,Kidnap,Terrorists,,Engine boy,,1,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4566_1L,1,528/54,03.08.1954,OL DOPAI ESTATE,HZR 368611,Kidnap,Terrorists,,Civilians,4,4,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4566_1L,1,528/54,29.07.1954,ELLIOTTS FARM,HZR 276719,Kidnap,Terrorists,,Civilian,,1,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,,Theft,Terrorists,,Cattle,14,14,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,,Vandalism,Terrorists,,Cattle,2,2,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,HZR 368611,Theft,Terrorists,,Sheep,11,6,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,01.08.1954,TOZERS FARM,HRZ 369911,Vandalism,Terrorists,,Cow,1,1,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,02.08.1954,,,Theft,Terrorists,,Head of cow,9,9,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,530/54,,,,Contact,Government,,Terrorists,,,,,,2,,4,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,531/54,01.08.1954,,HZR 308623,Contact,K.A.R.,7,Gang,20-30,,,,,,,1,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,532/54,04.08.1954,,HZR 3494,Contact,Government,,Gang,,,,,,2,2,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,,Theft,Terrorists,,Livestock,14,14,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,,Vandalism,Terrorists,,Livestock,2,2,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,,,HZR 368611,Theft,Terrorists,,Livestock,11,6,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,01.08.1954,TOZERS FARM,HRZ 369911,Vandalism,Terrorists,,Livestock,1,1,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4567_1L,2,529/54,02.08.1954,,,Theft,Terrorists,,Livestock,9,9,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4568_1L,3,534/54,31.07.1954,,,Capture,Civilian,,Gang,,,,,,,,1,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4568_1L,3,536/54,,MILES FLETCHER FARM,,Theft,Gang,,Sheep,Some,some,,,,,,,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4568_1L,3,536/54,,DEIGHTON FLETCHER,,Capture,Government,,Terrorists,1,,,,,,,1,,,
36,NYERI,For The Week Ending 5th August 1954,Nyeri_FCO_141-5758_IMG_4568_1L,3,536/54,,MILES FLETCHER FARM,,Theft,Gang,,Livestock,Some,some,,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,577/53,17/18.11.1953,TETU,,Contact,Terrorist,20-50,Government,,,1,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,578/53,12.11.1953,KONYU,,Contact,Terrorist,,Police,,,,1,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,579/53,,KARETI,,Assault,Terrorist,,Civilian,1,1,,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,580/53,,TETU,,Contact,Terrorist,,Civilian,,,,,,,,,1,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,580/53,,TETU,,Contact,Terrorist,,Government,,,1,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,581/53,17/18.11.1953,MAGUTU,,Vandalism,Terrorist,,Bridge,,6,,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,584/53,15.11.1953,RUGURU,,Arson,Gang,Unknown,Hut,,9,,,,,,,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2017_1L,2,585/53,,THEGENGE,,Capture,Government,,Terrorist,,,,,,,,33,,,
37,NYERI,On The 20th November 1953,Nyeri_FCO_141_5757_IMG_2018_1L,3,586/53,,,,Contact,Government,,Terrorist,,,,,,30,,,,,
37,NYERI,16th April 1952,Nyeri_FCO_141-5721_IMG_1000_1L,3,(c),01.04.1952,NAROMORU,,Capture,Government,,Terrorist,,,,,,,,9,,,
37,NYERI,16th April 1952,Nyeri_FCO_141-5721_IMG_1000_1L,3,(D),13.04.1952,GACHUKU,,Capture,Government,,Terrorist,,,,,,,,14,,,
37,NYERI,On The 20th November 1953,"Nyeri_FCO_141-5757_IMG_2016_1L, Nyeri_FCO_141-5757_IMG_2017_1L","1,2",576/53,,MATHIRA,,Murder,Mau Mau,,Africans and Kikuyu,,,,,,,,,5,,
37,NYERI,For The Week Ending 12th August 1954,Nyeri_FCO_141-5758_IMG_4564_1L,5,566/54,29.06.1953,,,Theft,Terrorists,,Red poll cattle,6,6,,,,,,,,,
37,NYERI,For The Week Ending 12th August 1954,Nyeri_FCO_141-5758_IMG_4564_1L,5,567/54,,,,Theft,Gang,,Livestock,116,116,,,,,,,,,
37,NYERI,For The Week Ending 12th August 1954,Nyeri_FCO_141-5758_IMG_4564_1L,5,567/54,,,,Vandalism,Gang,,Livestock,4,4,,,,,,,,,
37,NYERI,For The Week Ending 12th August 1954,Nyeri_FCO_141-5758_IMG_4564_1L,5,570/54,04.08.1954,,,Contact,Government,,Gang,7,,,,,2,,,,,
37,NYERI,For The Week Ending 12th August 1954,Nyeri_FCO_141-5758_IMG_4564_1L,5,566/54,29.06.1953,,,Theft,Terrorists,,Livestock,6,6,,,,,,,,,
38,NYERI,On The 27th November 1953,"Nyeri_FCO_141-5757_IMG_2010_1L, Nyeri_FCO_141-5757_IMG_2011_1L","1,2",608/53,,"Border of the IRIAINI & MAGUTU, IRIAINI","HZR 622515, HZR 6048",Murder,Mau Mau,,Africans,,,,,,,,,7,,
38,NYERI,On The 27th November 1953,Nyeri_FCO_141-5757_IMG_2011_1L,2,609/53,23.11.1953,KIHOMI KONYU,,Kidnap,Gang,,Woman,,1,,,,,,,,,
38,NYERI,On The 27th November 1953,Nyeri_FCO_141-5757_IMG_2011_1L,2,613/53,,"IRIAINI, NORTH TEPU ",,Capture,Government,,Mau Mau,,,,,,,,6,,,
38,NYERI,On The 27th November 1953,Nyeri_FCO_141-5757_IMG_2011_1L,2,614/53,,,,Contact,Government,,Mau Mau,,,,,,60,,,,,
38,NYERI,On The 27th November 1953,Nyeri_FCO_141-5757_IMG_2011_1L,2,616/53,17/18.11.1953,MUTHUAINI ITURA of TETU,,Theft,Gang,,Livestock,,1600,,,,,,,,,
38,NYERI,On The 27th November 1953,Nyeri_FCO_141-5757_IMG_2011_1L,2,616/53,17/18.11.1953,MUTHUAINI ITURA of TETU,,Contact,Gang,,Police Officer,,,1,,,,,,,,
39,NYERI,On The 4th December 1953,Nyeri_FCO_141-5757_IMG_2005_1L,2,637/53,,MUCHARAGE,,Capture,Government,,Mau Mau,,,,,,,,34,,,
39,NYERI,On The 4th December 1953,Nyeri_FCO_141-5757_IMG_2005_1L,2,638/53,,,,Contact,Government,,Terrorist,,,,,,32,,,,,
40,NYERI,1st May 1952,Nyeri_FCO_141-5721_IMG_0994_1L,1,iii (a),AGUTHI,,,Capture,Government,,Terrorist,,,,,,,,3,,,
40,NYERI,1st May 1952,Nyeri_FCO_141-5721_IMG_0995_1L,2,ii,20.04.1952,,,Capture,Government,,Terrorist,,,,,,,,1,,,
40,NYERI,11th December 1953,Nyeri_FCO_141-5757_IMG__1999_1L,1,653/53,,,,Murder,Terrorist,,Civilians,,,,,,,,,5,,
40,NYERI,11th December 1953,Nyeri_FCO_141-5757_IMG__2000_1L,2,657/53,8/9.12.1953,AGUTHI,,Arson,Terrorist,,Huts,,46,,,,,,,,,
40,NYERI,11th December 1953,Nyeri_FCO_141-5757_IMG__2000_1L,2,658/53,,,,Capture,Government,,Terrorist,,,,,,,,14,,,
40,NYERI,11th December 1953,Nyeri_FCO_141-5757_IMG__2000_1L,2,659/53,08.12.1953,AGUTHI AND MUHITO,,Contact,Police,,Terrorist,,,,,,19,,,,,
40,NYERI,On The 11th December 1953,Nyeri_FCO_141-5757_IMG_2000_1L,4,673/53,6.12.1953,,,Attack,Gang,,Government,,,,1,,,,,,,
41,NYERI,2nd May 1952,Nyeri_FCO_141-5721_IMG_0992_1L,2,iii (h),,,,Capture,Police,,Terrorist,,,,,,,,1,,,
41,NYERI,18th December 1953,Nyeri_FCO_141-5757_IMG__1994_1L,1,676/53,,,,Murder,Terrorist,,Civilians,,,,,,,,,7,,
41,NYERI,18th December 1953,Nyeri_FCO_141-5757_IMG__1995_1L,2,681/53,,,,Capture,Government,,Terrorist,,,,,,,,18,,,
41,NYERI,18th December 1953,Nyeri_FCO_141-5757_IMG__1995_1L,2,682/53,,,,Contact,Government,,Terrorist,,,,,,33,,,,,
41,NYERI,18th December 1953,Nyeri_FCO_141-5757_IMG__1995_1L,2,684/53,13.12.1953,MOHITO,,Contact,Government,,Terrorist,,,,,,5,,,,,
41,NYERI,18th December 1953,Nyeri_FCO_141-5757_IMG__1995_1L,2,685/53,,OTHAYA,,Capture,Government,,Terrorist,,,,,,,,2,,,
42,NYERI,5th May 1952,Nyeri_FCO_141-5721_IMG_0991_1L,,,10.04.1952,LAMURIA ESTATE,,Capture,Government,,Terrorist,,,,,,,,1,,,
42,NYERI,5th May 1952,Nyeri_FCO_141-5721_IMG_0991_1L,,,10.04.1952,LAMURIA ESTATE,,Capture,Police Patrol,,Terrorist,,,,,,,,1,,,
42,NYERI,5th May 1952,Nyeri_FCO_141-5721_IMG_0991_1L,,,,NANYUKI,,Capture,Government,,Terrorist,,,,,,,,3,,,
42,NYERI,24th December 1953,Nyeri_FCO_141-5757_IMG__1990_1L,1,702/53,17/18.12.1953,,,Murder,Terrorist,,Civilians,,,,,,,,,2,,
42,NYERI,24th December 1953,Nyeri_FCO_141-5757_IMG__1990_1L,1,703/53,21.12.1953,KONYU ,,Assault,Terrorist,,Civilians,,,,,,,,,2,,
42,NYERI,24th December 1953,Nyeri_FCO_141-5757_IMG__1991_1L,2,704/53,20.12.1953,RAGATI,,Kidnap,Terrorist,30,Kikuyu Guard,3,2,,,,,,,,,
42,NYERI,24th December 1953,Nyeri_FCO_141-5757_IMG__1991_1L,2,705/53,,,,Capture,Government,,Terrorist,,,,,,,,13,,,
42,NYERI,24th December 1953,Nyeri_FCO_141-5757_IMG__1991_1L,2,706/53,,,,Contact,Government,,Terrorist,,,,,,13,,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1984_1L,2,724/53,30.12.1953,IRIAINI,,Contact,Gang,,Terrorist,,,,,,2,1,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1984_1L,2,725/53,25.12.1953,KONYU ,,Contact,Government,,Terrorist,,,,,,1,,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1984_1L,2,725/53,27.12.1953,MAGUTU,,Contact,Government,,Terrorist,,,,,,1,,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1984_1L,2,725/53,28.12.1953,TETU,,Contact,Government,,Terrorist,,,,,,1,,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1984_1L,2,725/53,29.12.1953,MAGUTU,,Contact,Government,,Terrorist,,,,,,1,,,,,
43,NYERI,31st December 1953,Nyeri_FCO_141-5757_IMG__1988_1L,6,743/53,,,,Capture,Government,,Terrorist,,,,,,,,9,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),25.08.1956,,,Capture,flying squard/chief,,Terrorist,,,,,,,,20,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),,,,Capture,Government,,Terrorist,,,,,,,,2,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),09/10.09.1952,KITHIRUNI,,Arson,Terrorist,,Hut,,1,,,,,,,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),10/11.09.1952,KIBERICHIA,,Arson,Terrorist,,Potato Store,,1,,,,,,,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),12/13.09.1952,KIBERICHIA,,Arson,Terrorist,,Hut,,1,,,,,,,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),13/14.09.1952,KITHIRUNI,,Arson,Terrorist,,Hut,,Some,,,,,,,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),14/15.09.1952,KIBERICHIA,,Vandalism,Terrorist,,Cattle,,7,,,,,,,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),,NKWENI,,Capture,Government,,Terrorist,,,,,,,,75,,,
64,NYERI,17th September 1952," Nyeri_FCO_141-5721_IMG_0956_1L,  Nyeri_FCO_141-5721_IMG_0957_1L","2,3",III (c),14/15.09.1952,KIBERICHIA,,Vandalism,Terrorist,,Livestock,,7,,,,,,,,,
73,NYERI,16th October 1952, Nyeri_FCO_141-5721_IMG_0941_1L,1,III (a),16/17.09.1952,KITHIRUNI,,Arson,Terrorist,,Hut,,1,,,,,,,,,
73,NYERI,16th October 1952, Nyeri_FCO_141-5721_IMG_0941_1L,1,III (a),16/17.09.1952,KITHIRUNI,,Attack,Terrorist,,Civilion ,,,,,,,1,,,,
73,NYERI,16th October 1952, Nyeri_FCO_141-5721_IMG_0941_1L,1,III (a),16/17.09.1952,KIBERICHIA,,Arson,Terrorist,,Potato Store,,2,,,,,,,,,
